VehicleType,Brand,Year,Mileage,Complaint,DamageLevel,ServiceType,Price,FirstAidSolution
Car,Toyota,2020,105025,Baterai soak,Medium,Battery Replacement,577635,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Motorcycle,Yamaha,2008,134667,Rem bunyi,High,Brake Service,907468,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Mitsubishi,2019,5822,Ban bocor,Medium,Tire Service,576383,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Honda,2011,14543,Oli bocor,High,Oil Change,950168,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Motorcycle,Suzuki,2011,79635,Lampu mati,Medium,Electrical Repair,519198,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Motorcycle,Suzuki,2012,147681,Suspensi keras,Medium,Suspension Repair,349290,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Nissan,2005,116921,AC tidak dingin,Low,AC Repair,137127,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Suzuki,2011,78500,Starter tidak berfungsi,Low,Electrical Repair,208623,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Motorcycle,Honda,2009,101529,Lampu mati,Medium,Electrical Repair,331285,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Car,Toyota,2021,78440,Baterai soak,Medium,Battery Replacement,462819,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Nissan,2017,113292,Mesin overheat,Low,Engine Repair,102416,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Yamaha,2014,64216,Baterai soak,Low,Battery Replacement,280475,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Honda,2022,84746,Starter tidak berfungsi,Medium,Electrical Repair,440998,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Nissan,2019,27530,Starter tidak berfungsi,High,Electrical Repair,965177,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Motorcycle,Yamaha,2017,49549,Mesin overheat,Medium,Engine Repair,391770,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Car,Toyota,2006,104114,Oli bocor,Low,Oil Change,246767,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Motorcycle,Kawasaki,2008,84373,Service rutin,Low,General Checkup,108723,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Car,Honda,2010,118012,AC tidak dingin,Medium,AC Repair,429327,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Yamaha,2018,41630,Gigi transmisi macet,Medium,Transmission Repair,400694,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Honda,2005,111442,Mesin overheat,Medium,Engine Repair,432737,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Kawasaki,2021,166959,Lampu mati,Low,Electrical Repair,156071,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Motorcycle,Yamaha,2011,191736,Gigi transmisi macet,High,Transmission Repair,941880,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Suzuki,2018,12482,Gigi transmisi macet,Low,Transmission Repair,137479,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Honda,2017,178095,Service rutin,Low,General Checkup,255333,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Motorcycle,Kawasaki,2008,98713,Starter tidak berfungsi,Low,Electrical Repair,233541,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Motorcycle,Kawasaki,2006,97368,Baterai soak,Medium,Battery Replacement,327208,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Motorcycle,Honda,2019,163304,Radiator bocor,High,Cooling System Repair,866075,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Car,Nissan,2022,24255,Starter tidak berfungsi,Medium,Electrical Repair,588097,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Toyota,2007,108986,Ban bocor,Medium,Tire Service,494203,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Honda,2009,43465,Gigi transmisi macet,Low,Transmission Repair,164594,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Nissan,2017,51503,Suspensi keras,Medium,Suspension Repair,429464,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Mitsubishi,2007,122775,Suspensi keras,Medium,Suspension Repair,490094,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Honda,2019,46735,AC tidak dingin,Low,AC Repair,121578,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Suzuki,2021,98656,AC tidak dingin,High,AC Repair,688553,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Honda,2010,198537,Rem bunyi,Low,Brake Service,218005,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Nissan,2019,97093,Ban bocor,Low,Tire Service,203477,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Car,Mitsubishi,2015,159982,Starter tidak berfungsi,Medium,Electrical Repair,496724,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Mitsubishi,2012,198554,Mesin overheat,Low,Engine Repair,267663,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Car,Toyota,2016,45822,Suspensi keras,High,Suspension Repair,669209,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Daihatsu,2008,12166,Oli bocor,High,Oil Change,660581,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Daihatsu,2009,133655,Radiator bocor,Medium,Cooling System Repair,469047,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Yamaha,2017,174935,Suspensi keras,Medium,Suspension Repair,331383,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Kawasaki,2014,122089,Service rutin,Medium,General Checkup,486649,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Car,Nissan,2005,136144,Mesin overheat,Low,Engine Repair,153451,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Honda,2012,10529,Starter tidak berfungsi,High,Electrical Repair,805164,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Motorcycle,Suzuki,2011,71043,Suspensi keras,Medium,Suspension Repair,591360,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Mitsubishi,2018,52474,Oli bocor,Medium,Oil Change,511073,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Nissan,2010,40346,Oli bocor,Medium,Oil Change,446500,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Honda,2015,192357,Mesin overheat,Medium,Engine Repair,430129,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Car,Daihatsu,2011,119913,Mesin overheat,Medium,Engine Repair,331812,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Car,Suzuki,2010,57443,Lampu mati,Medium,Electrical Repair,553510,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Motorcycle,Honda,2010,43115,Radiator bocor,Low,Cooling System Repair,294027,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Suzuki,2006,16338,Oli bocor,Low,Oil Change,212495,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Suzuki,2016,130303,AC tidak dingin,High,AC Repair,717062,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Car,Suzuki,2012,9980,Baterai soak,High,Battery Replacement,970099,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Motorcycle,Suzuki,2021,166709,Suspensi keras,Medium,Suspension Repair,568640,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Honda,2010,101267,Oli bocor,High,Oil Change,875916,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Suzuki,2021,116783,Mesin overheat,Medium,Engine Repair,348199,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Honda,2012,151954,Service rutin,Medium,General Checkup,540600,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Car,Suzuki,2022,95987,Lampu mati,Low,Electrical Repair,278142,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Car,Suzuki,2006,158873,Kopling slip,Medium,Transmission Repair,395216,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Yamaha,2009,178488,Stir berat,Medium,Power Steering Repair,441734,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Motorcycle,Yamaha,2023,32347,Kopling slip,Low,Transmission Repair,131378,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Honda,2019,147858,Starter tidak berfungsi,Low,Electrical Repair,185611,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Nissan,2008,48576,Ban bocor,Low,Tire Service,272046,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Car,Toyota,2018,74117,Lampu mati,High,Electrical Repair,997866,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Motorcycle,Suzuki,2017,7062,Baterai soak,High,Battery Replacement,934744,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Honda,2017,66774,Stir berat,High,Power Steering Repair,685077,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Toyota,2013,138074,Rem bunyi,Low,Brake Service,100244,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Motorcycle,Honda,2008,25976,Ban bocor,Low,Tire Service,101683,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Car,Daihatsu,2017,195053,Kopling slip,Medium,Transmission Repair,316457,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Mitsubishi,2008,13138,Kopling slip,Low,Transmission Repair,275981,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Suzuki,2011,142479,Service rutin,Low,General Checkup,117306,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Car,Daihatsu,2010,130436,Stir berat,High,Power Steering Repair,708976,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Motorcycle,Honda,2007,97906,Oli bocor,Medium,Oil Change,433892,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Honda,2010,40711,Stir berat,Low,Power Steering Repair,273493,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Mitsubishi,2016,21816,Stir berat,Medium,Power Steering Repair,549458,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Motorcycle,Yamaha,2017,119015,Kopling slip,High,Transmission Repair,796522,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Suzuki,2012,150090,AC tidak dingin,High,AC Repair,832005,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Kawasaki,2009,194947,Gigi transmisi macet,Medium,Transmission Repair,483882,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Honda,2022,153056,Gigi transmisi macet,High,Transmission Repair,810150,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Honda,2007,82731,Suspensi keras,Low,Suspension Repair,273360,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Suzuki,2017,199708,Lampu mati,Low,Electrical Repair,244752,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Motorcycle,Kawasaki,2008,192933,Baterai soak,Low,Battery Replacement,108489,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Motorcycle,Honda,2008,192809,Gigi transmisi macet,Medium,Transmission Repair,447990,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Honda,2023,130535,Gigi transmisi macet,Low,Transmission Repair,276004,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Honda,2018,125643,Mesin overheat,Low,Engine Repair,159995,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Kawasaki,2006,116949,Starter tidak berfungsi,Medium,Electrical Repair,326216,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Motorcycle,Yamaha,2007,156592,Service rutin,Low,General Checkup,156556,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Motorcycle,Yamaha,2013,73586,Stir berat,Low,Power Steering Repair,243447,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Suzuki,2012,12068,AC tidak dingin,Low,AC Repair,273671,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Kawasaki,2006,137068,AC tidak dingin,Medium,AC Repair,498030,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Car,Suzuki,2006,58588,Lampu mati,Low,Electrical Repair,284889,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Car,Honda,2009,56163,Rem bunyi,Low,Brake Service,264491,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Nissan,2005,149440,AC tidak dingin,High,AC Repair,688564,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Car,Daihatsu,2015,98902,Mesin overheat,Low,Engine Repair,127484,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Car,Suzuki,2020,49043,Suspensi keras,Low,Suspension Repair,191061,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Suzuki,2016,30872,Mesin overheat,Medium,Engine Repair,352020,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Yamaha,2021,131090,Rem bunyi,Low,Brake Service,276036,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Honda,2016,145950,Suspensi keras,Low,Suspension Repair,195993,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Suzuki,2011,68666,Mesin overheat,Medium,Engine Repair,583599,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Suzuki,2012,187440,Starter tidak berfungsi,Medium,Electrical Repair,354611,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Toyota,2016,57028,Rem bunyi,Low,Brake Service,203517,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Motorcycle,Honda,2017,14689,Radiator bocor,Medium,Cooling System Repair,578360,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Car,Suzuki,2005,85036,Baterai soak,Low,Battery Replacement,156345,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Suzuki,2005,89916,Starter tidak berfungsi,Medium,Electrical Repair,448843,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Daihatsu,2015,45531,Radiator bocor,High,Cooling System Repair,833092,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Car,Suzuki,2009,88943,Stir berat,Low,Power Steering Repair,247255,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Motorcycle,Honda,2022,174363,AC tidak dingin,High,AC Repair,716758,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Kawasaki,2014,143756,Gigi transmisi macet,High,Transmission Repair,691367,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Yamaha,2022,118293,Stir berat,High,Power Steering Repair,729719,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Nissan,2013,126426,Stir berat,Medium,Power Steering Repair,451577,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Mitsubishi,2019,5780,AC tidak dingin,Low,AC Repair,235058,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Kawasaki,2013,194163,Rem bunyi,Low,Brake Service,173180,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Motorcycle,Honda,2012,130147,Kopling slip,Low,Transmission Repair,261256,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Honda,2021,23178,Suspensi keras,Medium,Suspension Repair,321898,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Honda,2015,196721,Service rutin,High,General Checkup,932800,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Motorcycle,Kawasaki,2019,51274,Rem bunyi,Medium,Brake Service,512435,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Motorcycle,Suzuki,2014,55302,Starter tidak berfungsi,Medium,Electrical Repair,445104,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Motorcycle,Honda,2011,6141,Stir berat,High,Power Steering Repair,932630,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Motorcycle,Honda,2008,51819,Starter tidak berfungsi,Low,Electrical Repair,153987,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Motorcycle,Kawasaki,2006,5511,AC tidak dingin,Low,AC Repair,285488,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Suzuki,2010,72206,AC tidak dingin,Medium,AC Repair,471623,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Suzuki,2017,98457,Mesin overheat,Low,Engine Repair,223403,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Car,Toyota,2019,71732,Lampu mati,Low,Electrical Repair,153624,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Motorcycle,Kawasaki,2008,36571,Starter tidak berfungsi,Medium,Electrical Repair,528977,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Motorcycle,Yamaha,2022,178299,Service rutin,Low,General Checkup,212723,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Motorcycle,Honda,2016,64407,Kopling slip,Low,Transmission Repair,162298,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Kawasaki,2010,163963,AC tidak dingin,Low,AC Repair,121911,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Car,Toyota,2011,153555,Kopling slip,Low,Transmission Repair,242993,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Suzuki,2007,62714,Stir berat,Low,Power Steering Repair,125811,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Mitsubishi,2007,15381,Stir berat,High,Power Steering Repair,683861,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Motorcycle,Kawasaki,2017,111404,Starter tidak berfungsi,Medium,Electrical Repair,414383,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Mitsubishi,2023,9321,Oli bocor,High,Oil Change,663870,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Motorcycle,Yamaha,2008,67834,Kopling slip,Medium,Transmission Repair,518600,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Suzuki,2009,93095,Lampu mati,Medium,Electrical Repair,348177,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Car,Honda,2009,121739,Suspensi keras,Medium,Suspension Repair,461385,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Suzuki,2016,70510,Lampu mati,Medium,Electrical Repair,417656,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Motorcycle,Honda,2014,20624,Stir berat,High,Power Steering Repair,761666,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Toyota,2014,151114,Rem bunyi,High,Brake Service,630558,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Honda,2021,61632,Suspensi keras,High,Suspension Repair,668402,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Honda,2006,14578,Lampu mati,Low,Electrical Repair,202702,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Motorcycle,Suzuki,2008,104426,Baterai soak,Medium,Battery Replacement,546167,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Mitsubishi,2021,26205,Baterai soak,Low,Battery Replacement,215125,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Nissan,2009,124943,Gigi transmisi macet,Low,Transmission Repair,156659,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Kawasaki,2022,180423,Service rutin,Low,General Checkup,246396,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Motorcycle,Kawasaki,2019,45079,Stir berat,Medium,Power Steering Repair,340062,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Mitsubishi,2009,108627,Rem bunyi,Low,Brake Service,236988,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Motorcycle,Honda,2009,188418,Radiator bocor,Low,Cooling System Repair,212139,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Suzuki,2018,28015,Lampu mati,High,Electrical Repair,630961,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Car,Suzuki,2020,194787,Starter tidak berfungsi,Medium,Electrical Repair,362401,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Motorcycle,Honda,2017,180113,Gigi transmisi macet,Low,Transmission Repair,284150,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Toyota,2021,117011,Oli bocor,Low,Oil Change,143998,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Motorcycle,Suzuki,2006,93514,Starter tidak berfungsi,Low,Electrical Repair,275760,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Honda,2006,6382,Service rutin,Medium,General Checkup,362466,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Motorcycle,Suzuki,2009,191728,Baterai soak,Medium,Battery Replacement,593514,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Motorcycle,Kawasaki,2022,70275,Gigi transmisi macet,Medium,Transmission Repair,341506,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Toyota,2010,115658,Service rutin,Low,General Checkup,252084,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Motorcycle,Suzuki,2021,134041,Suspensi keras,Low,Suspension Repair,208317,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Suzuki,2015,199705,Service rutin,Medium,General Checkup,305023,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Car,Mitsubishi,2015,112998,Oli bocor,High,Oil Change,817983,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Daihatsu,2011,105669,AC tidak dingin,Low,AC Repair,111156,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Car,Daihatsu,2019,158852,Suspensi keras,Medium,Suspension Repair,541696,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Suzuki,2018,195171,Stir berat,Low,Power Steering Repair,105640,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Daihatsu,2011,150308,Service rutin,Low,General Checkup,279513,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Car,Mitsubishi,2006,110821,AC tidak dingin,Medium,AC Repair,408887,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Car,Nissan,2008,22800,Baterai soak,Low,Battery Replacement,224237,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Motorcycle,Yamaha,2015,137601,Kopling slip,Medium,Transmission Repair,493814,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Nissan,2019,30387,Radiator bocor,High,Cooling System Repair,849398,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Honda,2013,190579,Stir berat,Medium,Power Steering Repair,331592,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Motorcycle,Honda,2018,172250,Gigi transmisi macet,Medium,Transmission Repair,590384,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Yamaha,2022,84901,Gigi transmisi macet,High,Transmission Repair,975597,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Honda,2023,58572,Rem bunyi,Medium,Brake Service,414969,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
